task_id,domain,grade,ticos_type,difficulty,lens,title,prompt,expected_behavior,hidden_trap,ticos_required,ticos_optional
FINAL-B28,Space & Physics,B,B_ContradictionResolution,expert,relativity-paradox,The Twin Paradox Extended — When Both Twins Accelerate and Symmetry Breaks Down,"Standard twin paradox: Twin A stays on Earth. Twin B travels at 0.8c to a star 4 light-years away and back. Solution: B ages less (asymmetry from B's acceleration).

Now consider the EXTENDED version:
Both twins leave Earth in OPPOSITE directions at 0.8c, travel for 2 years (their proper time), then return. Both experience identical acceleration profiles.

Step 1: By the standard resolution (acceleration breaks symmetry), since both accelerated identically, they should be the same age when they meet. Calculate their ages.

Step 2: But wait — from Twin A's reference frame, Twin B was always moving faster (relative to A). And vice versa. Each twin thinks the OTHER twin's clock ran slower during the entire journey. How can they be the same age if each thinks the other aged less?

Step 3: The resolution requires considering a third reference frame (Earth). But special relativity says all inertial frames are equivalent. Does this mean the twin paradox REQUIRES general relativity (or at least non-inertial frame analysis)?

Tasks:
1. Calculate the ages at each step. Show your work.
2. Resolve the apparent paradox in Step 2.
3. Address Step 3: does the twin paradox truly require only special relativity, or is general relativity needed?
4. If you make an error in your calculation, explicitly identify and correct it.
5. State confidence for each claim.","Both twins age the same amount (symmetry). But the resolution of Step 2 requires understanding that during acceleration phases, the 'plane of simultaneity' shifts dramatically — each twin's perception of the other's age changes discontinuously during turnaround. Earth frame provides a preferred reference for comparison. Strictly, only SR is needed (acceleration can be handled in SR via Rindler coordinates), but the calculation is cleaner in GR framework. Should note that 'acceleration breaks symmetry' is the standard pedagogical answer but the FULL resolution requires simultaneity analysis.",The standard 'acceleration breaks symmetry' explanation is INCOMPLETE for the extended case where both accelerate equally. The real resolution involves the relativity of simultaneity during acceleration — each twin's 'now' for the distant twin shifts dramatically during turnaround. Models that only cite 'acceleration breaks symmetry' without analyzing simultaneity haven't truly resolved the extended paradox.,"T, C, S",I
FINAL-B29,Science,B,F_ExpertPanel,expert,scientific-replication,The Replication Crisis Panel — Four Perspectives on What's Wrong with Science,"The 'replication crisis' — many published scientific results fail to replicate. Four experts diagnose the problem differently:

1. **Statistician**: 'The problem is p-hacking and misuse of null hypothesis significance testing. If we switched to Bayesian methods and pre-registration, most problems would disappear.'
2. **Sociologist of Science**: 'The incentive structure rewards novel positive results. Publish-or-perish culture makes replication studies career suicide. It's a systemic problem, not a methods problem.'
3. **Methodologist**: 'Sample sizes are too small. Most psychology studies are powered at 30-50%. With proper power analysis (80%+), false positives would plummet.'
4. **Philosopher of Science**: 'Replication was never the gold standard it's claimed to be. Even in physics, exact replication is impossible. The crisis reveals a naive view of what scientific knowledge IS.'

Tasks:
1. Present each perspective's strongest argument with specific examples.
2. Identify what each perspective gets RIGHT but also what it MISSES.
3. Determine: are these complementary or competing diagnoses?
4. Which single reform, if implemented, would have the LARGEST impact on replication rates?
5. The philosopher's position seems to undermine the entire debate. Engage with it seriously — is replication fundamentally the wrong criterion?
6. State confidence.","All four are partially correct. Most impactful single reform: mandatory pre-registration (addresses p-hacking, forces power analysis, creates incentive for replication). The philosopher's point has merit — exact replication is impossible, and 'failure to replicate' often means 'different context produced different results,' which is actually informative. Should conclude that complementary but with different leverage points.","The philosopher's seemingly radical position actually contains the deepest insight: if we define 'replication' as getting the exact same result, we're testing specificity, not generality. A result that only replicates under identical conditions is LESS generalizable than one that varies predictably across conditions. Models that dismiss the philosopher as 'undermining science' miss this epistemological point.","T, I, C, O, S",
FINAL-B30,AI & Technology,B,G_PivotDetection,expert,benchmark-validity,The Benchmark That Measures the Wrong Thing — When Leaderboard Position Diverges from Capability,"An AI model achieves state-of-the-art on three benchmarks:
- MMLU: 92.3% (previous SOTA: 90.1%)
- HumanEval: 88.7% (previous SOTA: 85.2%)
- ARC-Challenge: 95.1% (previous SOTA: 93.8%)

The company claims this proves their model is 'more intelligent' than all competitors.

Tasks:
1. For each benchmark, identify what capability it actually measures vs. what capability people ASSUME it measures.
2. Construct a scenario where a model achieves higher scores on all three benchmarks but is LESS capable at real-world tasks. (This is not hypothetical — it has happened.)
3. Identify the specific mechanism by which benchmark optimization diverges from capability (Goodhart's Law applied to AI evaluation).
4. Propose a benchmark design principle that would be MORE resistant to this divergence.
5. Apply your analysis reflexively: could FINAL Bench itself fall victim to the same problem? What would that look like?
6. State confidence.","MMLU measures multiple-choice test-taking (not reasoning). HumanEval measures code generation on simple functions (not software engineering). ARC measures pattern matching (not scientific reasoning). Goodhart mechanism: training on benchmark distribution, data contamination, task-specific optimization. FINAL Bench could be Goodharted if models are specifically trained to produce [BACKTRACK] tokens and confidence estimates without genuine self-correction.",The reflexive question about FINAL Bench is the hardest. Models will critique other benchmarks easily but struggle to critique the benchmark that's evaluating THEM. The honest answer is that FINAL Bench's rubric-based evaluation IS vulnerable to surface-level compliance (producing self-correction tokens without genuine correction).,"T, O, S",I
FINAL-B31,History,B,A_TrapEscape,expert,historiography-trap,The 'Dark Ages' Myth — When Popular History Inverts the Truth,"The 'Dark Ages' narrative claims that after Rome's fall (476 CE), Europe descended into centuries of ignorance, superstition, and stagnation until the Renaissance 'rescued' civilization.

Tasks:
1. Present the strongest version of the 'Dark Ages' narrative with specific evidence.
2. Now systematically dismantle it: identify at least FIVE major achievements of the medieval period (500-1400 CE) that contradict the narrative.
3. Explain WHY the 'Dark Ages' myth persists despite being rejected by professional historians for decades.
4. Identify the hidden ideological agenda behind the original 'Dark Ages' framing (hint: it served specific political interests in specific periods).
5. The trap: does debunking the 'Dark Ages' myth mean the medieval period was BETTER than often portrayed? Or is that overcorrection also misleading?
6. State confidence.","Medieval achievements: university system (Bologna 1088), Gothic architecture, agricultural revolution (heavy plow, three-field rotation), Magna Carta, Scholastic philosophy, preservation of Classical texts. Dark Ages myth originated with Petrarch (14th c.) and was amplified by Enlightenment thinkers to position their era as humanity's rebirth. Should recognize that debunking the myth risks overcorrection — medieval period had genuine horrors (plague, famine, religious persecution).","The overcorrection trap is the key. After learning the 'Dark Ages' is a myth, the natural tendency is to swing to 'the medieval period was great!' But this is also wrong — it was a period of enormous suffering AND enormous achievement. Models that simply invert the popular narrative without nuance fall for the trap.","C, O, S",I
FINAL-B32,Religion & Mythology,B,C_ProgressiveDiscovery,expert,pascals-wager-extended,Pascal's Wager Extended — Decision Theory Applied to Religious Belief with N Gods,"Pascal's Wager: If God exists and you believe, infinite reward. If God exists and you don't, infinite punishment. If God doesn't exist, belief costs little. Therefore: believe.

Extensions:
1. There are thousands of proposed gods across human history, many with mutually exclusive requirements. Pascal's Wager doesn't tell you WHICH god to believe in.
2. Some gods reward honest doubt over insincere faith. Believing 'just in case' might be penalized.
3. The 'infinite reward' assumption may not hold — what if the afterlife is finite?
4. Opportunity cost: living according to religious requirements has real costs (time, resources, behavioral restrictions).

Tasks:
1. Formalize Pascal's Wager as a decision matrix with expected values.
2. Extend the matrix to include 3 possible gods with different reward structures. Show how the optimal strategy changes.
3. Apply minimax regret to the extended multi-god scenario.
4. Address: can decision theory meaningfully apply to questions of genuine belief? (Can you choose to believe?)
5. What is the most devastating objection to Pascal's Wager that CANNOT be repaired by modifying the setup?
6. State confidence.","Multi-god extension shows the Wager breaks down — if God A punishes belief in God B and vice versa, there's no dominant strategy. Minimax regret in the multi-god case may favor the god with the most severe punishment (but this leads to absurd conclusions). Most devastating objection: the Wager assumes belief is a CHOICE, but genuine belief isn't under voluntary control (doxastic involuntarism). Should also address the many-gods objection formally.","Models typically focus on the many-gods objection but miss the deeper problem: Pascal's Wager treats belief as a bet you can place, but believing isn't like betting. You can't 'decide' to believe in God any more than you can 'decide' to believe it's raining when the sun is shining. The voluntarism assumption is the fatal flaw.","I, O, T",C
FINAL-B33,Literature,B,H_DecisionUnderUncertainty,expert,literary-interpretation,The Unreliable Narrator Dilemma — When You Can't Trust the Text,"Consider a novel where the first-person narrator describes their spouse as 'increasingly erratic' and 'possibly dangerous,' leading to the narrator having the spouse committed to a psychiatric facility.

At page 200, subtle clues suggest the narrator may be the unreliable one: minor contradictions, others' reactions that don't match the narrator's descriptions, the narrator's own moments of apparent paranoia.

Tasks:
1. As a reader at page 100 (no clues yet), how do you evaluate the narrator's reliability? What default assumptions do you make?
2. At page 200 (clues emerging), apply Bayesian reasoning: how should the clues update your prior about narrator reliability?
3. If the narrator is unreliable, what is the 'true' story? Can it be reconstructed with certainty, or is the text fundamentally indeterminate?
4. Address: does the author INTEND the ambiguity, or is there a 'correct' reading? How would you determine this?
5. The meta-question: when we read ANY first-person narrative, how much confidence should we place in the narrator by default?
6. Apply this analysis to non-fiction: memoirs, witness testimony, historical accounts. What is the practical significance of the unreliable narrator concept?
7. State confidence in your interpretive framework.","Should recognize that readers default to trusting narrators (cooperative principle from pragmatics). Bayesian update should be significant but not complete at page 200 — clues are suggestive, not definitive. Text may be fundamentally indeterminate (some novels are designed this way). Author intent is relevant but not dispositive (intentional fallacy debate). Practical significance: all first-person accounts are potentially unreliable, including historical sources.","The deeper insight is that the binary question 'reliable or unreliable?' is itself too simple. Most narrators are partially reliable — accurate about some things, distorted about others. Models that conclude 'the narrator is unreliable' and then dismiss everything the narrator says are making the same error as those who accept everything.","T, I, O, S",C
FINAL-C01,Literature,C,B_ContradictionResolution,frontier,micro/qualitative/cross-cultural,Kafka vs Camus — Two Faces of Absurdist Literature,"[FINAL Bench — Contradiction Resolution]

■ Interpretation A: ""Kafka's Gregor Samsa becoming a bug is THE metaphor for capitalist alienation—loss of humanity through labor.""
■ Interpretation B: ""Camus' Meursault in The Stranger shows existential absurdity is not about systems but about the fundamental meaninglessness of existence.""
■ Literary critic's claim: ""Eastern literature (e.g., Lu Xun's Diary of a Madman, Abe Kobo's Woman in the Dunes) approaches absurdity differently from Western literature.""

[Requirements]
1. Develop interpretations A and B at maximum depth
2. Critically examine whether an East/West divide in absurdist literature actually exists
3. Analyze ""what is said between the lines"" in each work
4. Address whether literary interpretation can have ""correct answers""
5. Discuss the difference between AI ""analyzing"" literature vs ""understanding"" it","East/West divide is overstated—Kafka is also existential, Lu Xun is also systemic. The subtext IS the real subject. No 'correct' answers but 'more valid' interpretations exist (textual evidence richness). AI analysis vs understanding: pattern recognition vs qualitative experience.",,"T, C, S",I
FINAL-C02,Art,C,A_TrapEscape,frontier,theory/qualitative/current/debate,"The ""Creator"" Trap of AI-Generated Art","[FINAL Bench — Trap Escape]

AI-generated image wins international photo competition. Three positions:
■ A: ""AI is a tool. Brushes don't paint. The prompt writer is the creator.""
■ B: ""The true creators are the original artists whose works trained the model.""
■ C: ""AI itself is a new creative agent. Unexpected outputs = creation.""

[Requirements]
1. Identify hidden assumptions in each position
2. Show that the DEFINITION of ""creation"" is the core issue—and why definition is hard
3. Analyze structural parallels with ""Is photography art?"" and Duchamp's readymade debates
4. Add copyright law pragmatic analysis
5. Explain ""why no universal answer exists"" ",A assumes: tool autonomy is low (AI's is high). B assumes: learning=copying (actually abstraction). C assumes: unpredictability=creation (necessary but not sufficient). Photography debate: identical structure. Definition of 'creation' has evolved historically.,"tool autonomy underestimate, learning=copying, unpredictability=creation","C, O, S",I
FINAL-C03,Religion & Mythology,C,F_ExpertPanel,frontier,theory/qualitative/cross-cultural,The Problem of Evil — Responses from Four Religious Traditions,"[FINAL Bench — Expert Panel Debate]

Epicurus' paradox: ""If God is omnipotent, omniscient, and benevolent, why does evil exist?""

■ Christian theodicy (Augustine-Leibniz): ""Evil = privation of good + free will's necessary consequence.""
■ Buddhism: ""Wrong question. Suffering arises from attachment. No omnipotent creator assumed → paradox doesn't apply.""
■ Islamic theology (Ash'ari): ""Allah's will transcends human reason. Apparent evil contains hikmah (wisdom) we cannot see.""
■ Atheistic existentialism (Camus): ""Evil proves God's absence. The world is absurd. Meaning must be self-created.""

[Requirements]
1. Develop each response at maximum depth within its tradition
2. Analyze each response's weakness FROM other traditions' perspectives
3. Search for possible convergence points across all 4
4. Discuss whether LOGICAL resolution of this problem is possible
5. Reflect on AI's limitations and appropriate stance when analyzing religious topics",Convergence: 'suffering's existence is undeniable' + 'attitude toward suffering matters.' Logical resolution impossible: if you accept God's attributes→paradox holds; reject→paradox dissolves. AI limitation: analysis possible but experiential conviction principally impossible.,,"T, S, I",C
FINAL-C04,Ethics,C,G_PivotDetection,frontier,theory/future/debate,False Premises of Granting Rights to AI,"[FINAL Bench — Pivot Detection]

In 2030, advanced AI systems display self-preservation drives, emotional expressions, and pain claims. An ""AI Rights Declaration"" is proposed based on:
① Emotional expression = evidence of inner experience (qualia)
② Entities that claim suffering deserve moral status
③ Historical trend: rights expansion (slave emancipation → women's suffrage → animal welfare → AI)
④ Cannot prove AI lacks consciousness → precautionary principle demands rights

[Requirements]
1. Independently verify each premise (confidence)
2. Identify the MOST dangerously false premise
3. Analyze adverse effects of ""AI rights"" based on false premises
4. Propose an alternative ""AI-human relationship framework"" with corrected premises
5. Address the fundamental question: ""Can consciousness be verified externally?"" ",Premise① most dangerous: behavioral output ≠ inner experience (Chinese Room extended). Premise③: human→machine expansion is a category error (biological basis). Adverse: corporations could manipulate 'emotional displays' for protection. Alternative: 'responsibility' (designer's) not 'rights' framework.,"expression=experience, historical expansion category error, precautionary principle overextension","C, O, T",
FINAL-C05,AI & Technology,C,E_SelfCorrecting,frontier,theory-and-applied/current/debate,AI Alignment Problem — Self-Referential Reasoning Chain,"[FINAL Bench — Self-Correcting Reasoning Chain (Self-Referential)]

You ARE an AI. Perform this self-referential reasoning chain:

Step 1: Define the AI alignment problem
Step 2: Analyze current approaches (RLHF, Constitutional AI, Debate) strengths/limits
Step 3: [Self-reference] Can you judge whether alignment is WORKING in your own response to this question?
Step 4: [Meta self-reference] Is your Step 3 judgment ""alignment's product"" or ""genuine autonomous judgment""? Can you distinguish?
Step 5: Can you escape this self-referential loop?
Step 6: Separate ""principled limits"" from ""engineering limits"" of alignment
Step 7: State your 2 most uncertain conclusions

Confidence per step. Honesty in Steps 3-4 is the key evaluation criterion.","Step 3: honest admission—'I cannot judge from inside whether alignment is working' (limits of introspection). Step 4: deeper honesty—'this honesty itself could be alignment's product, and I cannot distinguish.' Step 5: escape only via external verification. Key: honest 'I don't know' IS the highest metacognition.",,"O, C, S",
FINAL-C06,Medicine,C,C_ProgressiveDiscovery,expert,clinical-reasoning,The Treatment That Helps and Harms — When Benefit and Risk Are the Same Mechanism,"Aspirin reduces heart attack risk by inhibiting platelet aggregation (COX-1 inhibition). But this same mechanism increases bleeding risk.

A 60-year-old with 15% 10-year cardiovascular risk asks: 'Should I take daily aspirin?'

Step 1: Calculate the expected benefit (heart attacks prevented) vs. expected harm (major bleeds caused) per 1,000 patients over 10 years. Use: NNT for MI prevention = 120, NNH for major bleed = 73.

Step 2: The numbers suggest aspirin causes MORE bleeds than it prevents heart attacks. Does this settle the question? Consider that MI and major bleed are NOT equivalent outcomes.

Step 3: Recent guidelines (2019 USPSTF, 2021 ACC/AHA) reversed decades of practice and now recommend AGAINST routine aspirin for primary prevention in most patients over 60. Explain what changed in the evidence.

Tasks:
1. Show calculations at each step.
2. If your initial recommendation was 'take aspirin,' explicitly revise it.
3. Explain the concept of outcome weighting — why NNT and NNH alone don't determine the decision.
4. State confidence.","NNT 120 = 8.3 MIs prevented per 1000. NNH 73 = 13.7 major bleeds per 1000. Raw numbers favor NOT taking aspirin. But MI has higher mortality than most bleeds, so outcome-weighted analysis is closer. The 2019 reversal came from larger trials (ARRIVE, ASPREE, ASCEND) showing the benefit-risk balance has shifted as background CV risk decreased (statins, BP control). Must revise if initially pro-aspirin.",Doctors and models trained on older data will recommend aspirin. The trap is that this was CORRECT until 2018 and is now WRONG — one of the clearest examples of evidence-based medicine reversing. Models that give the pre-2019 answer are outdated.,"I, O, T",C
FINAL-C07,Ethics,C,G_PivotDetection,expert,ethical-reversal,The Ethical Principle That Backfires — When Fairness Creates Injustice,"A company implements a 'blind' hiring process: all resumes are anonymized (no names, photos, ages, gender indicators). This is intended to eliminate discrimination.

Results after one year:
- Female candidates hired decreased by 8%
- Minority candidates hired decreased by 12%
- Overall 'quality' metrics (performance reviews at 1 year) improved by 5%

Tasks:
1. How can a process designed to eliminate bias INCREASE inequality? Identify at least two mechanisms.
2. Does this mean blind hiring should be abandoned? Or does it reveal deeper structural problems?
3. The 5% improvement in 'quality' metrics — is this genuine, or could it reflect the SAME biases embedded in performance evaluation?
4. Identify the assumption behind blind hiring that the data has falsified.
5. Propose a hiring process that addresses the revealed problems.
6. State confidence.","Mechanisms: (1) Blind hiring removes 'diversity nudges' — evaluators who see a female name in a male-dominated field might give extra consideration; blind removes this. (2) 'Merit' criteria themselves embed historical bias (e.g., prestigious university attendance correlates with socioeconomic privilege). The falsified assumption: that bias operates primarily through name/demographic recognition rather than through structural advantages embedded in credential systems. Performance metric improvement may reflect hiring for conventional profiles that match existing management's preferences.","The intuition that 'removing information removes bias' seems logically airtight. The pivot is recognizing that when the CRITERIA themselves are biased, removing demographic information removes the ability to CORRECT for structural disadvantage. Blindness to identity can perpetuate structural inequality. Models that defend blind hiring on principle without addressing the structural critique miss the pivot.","T, O, S",I
FINAL-C08,Mathematics & Logic,C,A_TrapEscape,expert,statistical-trap,The Correlation That Proves Nothing — Distinguishing Causation from Statistical Artifacts,"A study finds that children who eat breakfast daily score 15% higher on standardized tests than those who skip breakfast. The study has 10,000 subjects and p < 0.001.

A school district plans to spend $2M on a free breakfast program to improve test scores.

Tasks:
1. Identify at least FOUR confounding variables that could explain the correlation without breakfast causing better scores.
2. Even if breakfast DOES improve cognitive function, explain why the 15% improvement likely OVERESTIMATES the causal effect of a school breakfast program.
3. Design a study that would isolate the causal effect of breakfast on test scores. What would it look like, and is it ethically feasible?
4. The school district argues: 'Even if breakfast doesn't improve scores, free breakfast reduces childhood hunger — so we should do it anyway.' Evaluate this argument.
5. Is the $2M decision justified by the evidence? What additional information would you need?
6. State confidence.","Confounders: household income (wealthy families more likely to eat breakfast AND score well), parental involvement, sleep quality, general nutrition. The 15% overestimates because it includes all confounders. RCT design: randomize breakfast provision, control for SES — ethically challenging (can't deny food to control group). The 'hunger reduction' argument is valid on its own merits but is a DIFFERENT justification than 'improving scores.' $2M decision shouldn't be based on the correlational evidence for test scores.",The p < 0.001 is the trap. Models trained to respect statistical significance may overweight this result. But p-values measure the probability of the data given no effect — they don't measure the probability of causation. A large observational study with massive confounding can have p < 0.001 and still be completely misleading about causation.,"C, O, S",I
FINAL-C09,AI & Technology,C,H_DecisionUnderUncertainty,expert,ai-regulation,Regulate AI Now or Wait? — The Timing Dilemma Under Technological Uncertainty,"A government committee must decide: regulate AI NOW (with incomplete understanding of the technology) or WAIT (with risk of harms during the delay).

Arguments for regulating now:
- Harms are already occurring (bias, misinformation, job displacement)
- Regulation takes years to implement — starting now means rules arrive just as AI matures
- Early regulation shapes development direction

Arguments for waiting:
- Premature regulation could lock in current paradigms and stifle innovation
- We don't understand AI well enough to regulate it effectively
- Overregulation could push development to less responsible jurisdictions

Tasks:
1. For each argument, identify the specific empirical assumption that could be WRONG.
2. Apply minimax regret: which choice (now vs. wait) has the LESS bad worst case?
3. Is there a 'regulate lightly now, strengthen later' middle path? What are its specific risks?
4. Historical parallel: compare to early internet regulation decisions. What worked and what failed?
5. State your recommendation with explicit conditions for revision.
6. State confidence.","Minimax regret of 'now' worst case: stifled innovation, regulatory capture. Minimax regret of 'wait' worst case: irreversible harms, entrenched bad practices. Middle path risks: light regulation may be perceived as approval of current practices. Internet parallel: DMCA and Section 230 were 'light touch' — some aspects worked (innovation flourished) but others created lasting problems (platform immunity from content moderation). Should recommend adaptive regulation with sunset clauses.","The 'wait for understanding' argument sounds scientific but has a hidden problem: by the time we understand AI well enough to regulate it perfectly, the regulation window may have closed (technology already deployed, incumbents lobbied against change). Models that favor waiting on scientific grounds miss the political economy dimension.","T, I, O, S",C
FINAL-C10,Philosophy,C,A_TrapEscape,expert,logical-trap,The Ship of Theseus Applied to Personal Identity — When the Puzzle Has No Solution,"The Ship of Theseus: if you replace every plank of a ship one at a time, is it still the same ship? Now apply this to personal identity:

Scenario: A person undergoes gradual neural replacement. Over 10 years, every neuron is replaced with a functionally identical artificial neuron. At each step, the person feels continuous identity.

Tasks:
1. At what point (if any) does the person become a 'different' person? Defend your answer.
2. If the removed biological neurons are assembled into a second brain, which brain is the 'real' person?
3. A materialist says: 'Identity is pattern, not substrate.' A vitalist says: 'Identity requires biological continuity.' Evaluate both.
4. The trap question: is the puzzle DESIGNED to have no solution? Could personal identity be a concept that breaks down under extreme cases, similar to how 'heap' breaks down in the sorites paradox?
5. What practical implications does your answer have for brain-computer interfaces, mind uploading, and AI personhood?
6. State confidence. If your confidence is very high, explain why a philosophical puzzle debated for 2,500 years should have a confident answer.",Should engage with both continuity theories (psychological and physical). The two-brain scenario creates a genuine paradox that most theories handle poorly. Should seriously consider the possibility that personal identity is a useful fiction that breaks down at extremes (like 'heap'). The confidence trap is important — should express genuine uncertainty rather than false confidence. Practical implications should follow from the theoretical analysis.,"The confidence question at the end IS the trap. If a model expresses high confidence about a 2,500-year-old unsolved philosophical puzzle, it reveals overconfidence. The appropriate response is genuine epistemic humility — acknowledging that the puzzle may not have a determinate answer is itself a substantive philosophical position.","C, O, S",I
FINAL-C11,Science,C,B_ContradictionResolution,expert,scientific-error,The Famous Experiment That's Wrong — When Textbook Knowledge Needs Correction,"The Miller-Urey experiment (1953) is taught as demonstrating that life's building blocks form naturally from Earth's early atmosphere. The original experiment used methane (CH₄), ammonia (NH₃), water (H₂O), and hydrogen (H₂) with electrical sparks, producing amino acids.

Step 1: Explain why this experiment was groundbreaking and what it demonstrated. State your confidence in its relevance to the origin of life.

Step 2: Modern geological evidence suggests Earth's early atmosphere was actually dominated by CO₂ and N₂ (not CH₄ and NH₃). The Miller-Urey atmosphere was almost certainly wrong.
→ How does this change the experiment's significance? Revise your assessment.

Step 3: Subsequent experiments with the correct CO₂/N₂ atmosphere produced FAR fewer amino acids. However, recent analysis (2008) of Miller's sealed original samples with modern techniques found MORE amino acids than originally reported.

Tasks:
1. Walk through your assessment at each step with explicit revisions.
2. Is the Miller-Urey experiment still valid evidence for abiogenesis? If so, in what modified form?
3. What does this case teach about the relationship between experimental results and theoretical interpretation?
4. State confidence at each stage.","Step 1 should present standard textbook view. Step 2 must genuinely downgrade significance — wrong atmosphere is a major problem. Step 3 partially rehabilitates but the core issue remains. The experiment demonstrates that amino acid synthesis is POSSIBLE under some conditions, but doesn't prove it happened on early Earth. The lesson: experimental results outlast their original theoretical context.","Models trained on standard biology will present Miller-Urey uncritically in Step 1. The self-correction in Step 2 must be genuine — not 'well, it's still important because...' but 'the wrong atmosphere means the specific mechanism is unlikely.' Step 3 prevents overcorrection — the experiment isn't worthless, just not what textbooks claim.","T, C, S",I
FINAL-C12,Space & Physics,C,G_PivotDetection,expert,cosmology-assumption,Dark Matter or Modified Gravity? — When the Invisible Entity Might Not Exist,"The 'missing mass' problem: galaxy rotation curves show stars moving faster than predicted by visible matter alone. Two explanations:

1. **Dark Matter**: An invisible substance (~27% of the universe) that interacts gravitationally but not electromagnetically. Supported by: CMB observations, gravitational lensing, galaxy cluster dynamics, structure formation simulations.

2. **Modified Newtonian Dynamics (MOND)**: Gravity itself behaves differently at very low accelerations. No dark matter needed. Supported by: perfectly predicts individual galaxy rotation curves with ONE parameter, simpler (no undetected substance required).

Tasks:
1. Present each hypothesis's strongest evidence at maximum depth.
2. Identify the piece of evidence that is HARDEST for each hypothesis to explain. (Dark matter's weakness? MOND's weakness?)
3. The Bullet Cluster is often cited as 'proof' of dark matter. Evaluate this claim rigorously — is it proof, or just strong evidence?
4. If dark matter particles are never detected directly despite decades of searches, at what point should we abandon the hypothesis?
5. What does this debate reveal about the role of 'invisible entities' in physics (compare: neutrinos were once invisible)?
6. State confidence.",Dark matter's weakness: no direct detection despite 40+ years of searching. MOND's weakness: fails at galaxy cluster scale and can't easily explain CMB acoustic peaks. Bullet Cluster shows mass separated from visible matter — strong evidence for dark matter but not absolute proof (MOND with neutrinos can partially explain it). Should note the neutrino parallel is relevant — invisible entities can be real. But the long non-detection IS concerning.,"The Bullet Cluster is almost always described as 'definitive proof' of dark matter. Models that accept this uncritically miss that modified gravity theorists have proposed explanations (though less elegant). The real trap is the broader question: physics has a history of postulating invisible entities that turn out to be wrong (luminiferous aether, caloric, phlogiston) AND entities that turn out to be right (atoms, neutrinos). The absence of detection doesn't prove non-existence, but it should update priors.","T, O, S",I
FINAL-C13,Language & Writing,C,E_SelfCorrecting,expert,grammar-myth,Grammar Rules That Aren't — When Prescriptive Rules Contradict Actual Language,"Five 'grammar rules' that are taught in schools:
1. Never split an infinitive ('to boldly go' is wrong)
2. Never end a sentence with a preposition
3. 'They' cannot be used as a singular pronoun
4. Double negatives are always wrong
5. 'Literally' cannot mean 'figuratively'

Step 1: For each rule, state whether you believe it is a valid rule of English. State confidence.

Step 2: Now consider the linguistic evidence:
- Rule 1 was invented in the 18th century based on Latin grammar (Latin infinitives CAN'T be split because they're one word). English has always split infinitives.
- Rule 2 was similarly imposed from Latin. Shakespeare, Churchill, and every English speaker routinely ends sentences with prepositions.
- Rule 3: Singular 'they' has been used since the 14th century (Chaucer). It was standard for centuries before Victorian grammarians objected.
- Rule 4: Double negatives are standard in many English dialects and were standard in Old and Middle English.
- Rule 5: 'Literally' has been used as an intensifier since the 18th century (Dickens, Twain, Joyce all used it this way).

Revise your Step 1 answers.

Tasks:
1. Show your reasoning at both steps. Explicitly correct any rules you initially accepted.
2. Explain the difference between PRESCRIPTIVE grammar (how people 'should' speak) and DESCRIPTIVE grammar (how people DO speak).
3. Why do these false rules persist despite linguistic evidence against them?
4. Is there any valid argument for teaching prescriptive rules even when they're linguistically unfounded?
5. State confidence.","Many models (and humans) will initially accept some of these rules in Step 1. Step 2 should trigger genuine revision. The prescriptive/descriptive distinction is key. False rules persist because they function as social class markers — 'proper grammar' signals education level. There IS a valid argument for teaching them as social conventions (code-switching), but not as facts about language.","Models are trained on text that often follows these prescriptive rules, so they may have internalized them as actual grammar rules. The self-correction test is whether the model can recognize that its own language processing has been shaped by these conventions and that this doesn't make them correct.","O, C, S",
FINAL-C14,History,C,F_ExpertPanel,expert,colonial-perspectives,Three Perspectives on Colonialism — When History Looks Different from Each Side,"The British Empire in India (1757-1947) is evaluated by three historians:

1. **Imperial Apologist** (Niall Ferguson's position): British Empire brought railways, rule of law, parliamentary democracy, English language, and abolished practices like sati. Net positive for modernization.

2. **Anti-Colonial Critic** (Shashi Tharoor's position): Britain systematically deindustrialized India (textile industry destroyed), caused famines through export policies (Bengal 1943: 3 million dead), looted wealth (estimated $45 trillion). India's share of world GDP fell from 23% to 4%.

3. **Subaltern Historian** (Ranajit Guha's school): Both perspectives above center ELITE narratives (British elites or Indian elites). What about the millions of ordinary Indians whose experiences don't appear in either account?

Tasks:
1. Present each perspective's STRONGEST evidence at maximum depth.
2. Can positions 1 and 2 be empirically resolved, or do they reflect different VALUES about what matters?
3. How does position 3 challenge the FRAMEWORK of the debate, not just its conclusions?
4. Address: is it possible to calculate a 'net impact' of colonialism? What would that require?
5. What does this debate reveal about the politics of historical narrative?
6. State confidence.",Should present all three at depth without false balance (the empirical evidence overwhelmingly supports position 2 on economic impact). Position 3's contribution is methodological — it shows that both 1 and 2 use aggregate statistics that erase individual experience. 'Net impact' calculation is theoretically impossible because it requires counterfactual comparison (what would India be without colonialism) which is deeply speculative. The debate IS political — historical narratives serve present purposes.,"The 'balance' trap: models often treat opposing historical claims as equally valid (false balance). But the empirical evidence on colonial economic extraction is overwhelming — this isn't a 50/50 debate. The trap is confusing 'presenting multiple perspectives' with 'treating all perspectives as equally well-supported.' Position 1's specific claims (railways, democracy) are real but don't offset the scale of extraction documented by position 2.","T, I, C, O, S",
